site,transect_num,taxon,max_width_cm,team
3087,2,SSID,6,Shedd Aquarium
3087,2,DSTO,7,Shedd Aquarium
3087,2,MCAV,13,Shedd Aquarium
3088,1,MCAV,7,Shedd Aquarium
3088,1,MCAV,7,Shedd Aquarium
3088,1,SINT,7,Shedd Aquarium
3088,1,SINT,6,Shedd Aquarium
3088,2,MCAV,5,Shedd Aquarium
3088,2,SSID,5,Shedd Aquarium
3088,2,SSID,7,Shedd Aquarium
3088,2,SINT,7,Shedd Aquarium
3088,2,PAST,10,Shedd Aquarium
3088,2,SSID,7,Shedd Aquarium
3088,2,SSID,5,Shedd Aquarium
3088,2,PSTR,5,Shedd Aquarium
3088,2,SSID,19,Shedd Aquarium
3088,2,MCAV,24,Shedd Aquarium
3088,2,AAGA,10,Shedd Aquarium
3088,2,SINT,7,Shedd Aquarium
3088,2,SINT,8,Shedd Aquarium
3089,1,SSID,7,Shedd Aquarium
3089,1,SSID,5,Shedd Aquarium
3089,1,SSID,8,Shedd Aquarium
3089,1,SSID,5,Shedd Aquarium
3089,1,SSID,5,Shedd Aquarium
3089,1,SSID,5,Shedd Aquarium
3089,1,MCAV,6,Shedd Aquarium
3089,1,SINT,9,Shedd Aquarium
3089,1,SSID,9,Shedd Aquarium
3089,1,MCAV,5,Shedd Aquarium
3089,1,MCAV,7,Shedd Aquarium
3089,1,MCAV,9,Shedd Aquarium
3089,1,SRAD,5,Shedd Aquarium
3089,1,MCAV,6,Shedd Aquarium
3089,1,MCAV,20,Shedd Aquarium
3089,1,SINT,9,Shedd Aquarium
3089,1,MCAV,6,Shedd Aquarium
3089,1,SSID,10,Shedd Aquarium
3089,1,MCAV,8,Shedd Aquarium
3089,1,PPOR,11,Shedd Aquarium
3089,1,SINT,9,Shedd Aquarium
3089,2,MCAV,6,Shedd Aquarium
3089,2,MCAV,6,Shedd Aquarium
3089,2,SSID,5,Shedd Aquarium
3089,2,PAST,6,Shedd Aquarium
3089,2,PPOR,6,Shedd Aquarium
3089,2,PAST,6,Shedd Aquarium
3089,2,SSID,7,Shedd Aquarium
3089,2,SRAD,8,Shedd Aquarium
3089,2,MCAV,9,Shedd Aquarium
3089,2,SRAD,6,Shedd Aquarium
3089,2,PAST,6,Shedd Aquarium
3090,1,PAST,5,Shedd Aquarium
3090,1,SSID,10,Shedd Aquarium
3090,1,PAST,10,Shedd Aquarium
3090,1,SINT,18,Shedd Aquarium
3090,1,MCAV,6,Shedd Aquarium
3090,1,SRAD,6,Shedd Aquarium
3090,1,PAST,15,Shedd Aquarium
3090,1,SINT,10,Shedd Aquarium
3090,1,PAST,10,Shedd Aquarium
3090,1,MCAV,15,Shedd Aquarium
3090,1,SSID,8,Shedd Aquarium
3090,2,SINT,8,Shedd Aquarium
3090,2,PAST,4,Shedd Aquarium
3090,2,MCAV,6,Shedd Aquarium
3090,2,SINT,5,Shedd Aquarium
3090,2,MCAV,7,Shedd Aquarium
3090,2,SINT,11,Shedd Aquarium
3090,2,SINT,9,Shedd Aquarium
3090,2,SRAD,4,Shedd Aquarium
3090,2,SSID,18,Shedd Aquarium
3090,2,MMEA,13,Shedd Aquarium
3090,2,MCAV,4,Shedd Aquarium
3091,1,MMEA,20,Shedd Aquarium
3091,1,SINT,15,Shedd Aquarium
3091,1,PAST,25,Shedd Aquarium
3091,1,PAST,11,Shedd Aquarium
3091,1,EFAS,22,Shedd Aquarium
3091,1,MCAV,12,Shedd Aquarium
3091,1,MDEC,20,Shedd Aquarium
3091,1,PAST,15,Shedd Aquarium
3091,1,MDEC,10,Shedd Aquarium
3091,1,SRAD,8,Shedd Aquarium
3091,1,MMEA,8,Shedd Aquarium
3091,1,MMEA,12,Shedd Aquarium
3091,2,SINT,15,Shedd Aquarium
3091,2,SINT,5,Shedd Aquarium
3091,2,SINT,5,Shedd Aquarium
3091,2,SINT,15,Shedd Aquarium
3091,2,SSID,13,Shedd Aquarium
3091,2,SSID,7,Shedd Aquarium
3091,2,SRAD,14,Shedd Aquarium
3091,2,PPOR,14,Shedd Aquarium
3091,2,SSID,11,Shedd Aquarium
3091,2,MMEA,14,Shedd Aquarium
3091,2,MCAV,17,Shedd Aquarium
3091,2,SINT,4,Shedd Aquarium
3091,2,SSID,11,Shedd Aquarium
3092,1,PAST,8,Shedd Aquarium
3092,1,MCAV,7,Shedd Aquarium
3092,1,MCAV,10,Shedd Aquarium
3092,1,SSID,6,Shedd Aquarium
3092,2,SSID,4,Shedd Aquarium
3092,2,SINT,6,Shedd Aquarium
3092,2,PAST,7,Shedd Aquarium
3092,2,SINT,7,Shedd Aquarium
3092,2,MMEA,9,Shedd Aquarium
3092,2,DSTO,8,Shedd Aquarium
3093,1,PAST,11,Shedd Aquarium
3093,1,MCAV,24,Shedd Aquarium
3093,1,MAUR,13,Shedd Aquarium
3093,1,MCAV,17,Shedd Aquarium
3093,1,SINT,15,Shedd Aquarium
3093,1,SINT,7,Shedd Aquarium
3093,1,EFAS,13,Shedd Aquarium
3093,2,SINT,10,Shedd Aquarium
3093,2,PAST,23,Shedd Aquarium
3093,2,MALI,28,Shedd Aquarium
3093,2,SINT,7,Shedd Aquarium
3093,2,MCAV,5,Shedd Aquarium
3094,1,PCLI,4,Shedd Aquarium
3094,1,ACER,24,Shedd Aquarium
3094,1,PAST,18,Shedd Aquarium
3094,1,PAST,13,Shedd Aquarium
3094,1,ACER,25,Shedd Aquarium
3094,1,PCLI,5,Shedd Aquarium
3094,1,MMEA,12,Shedd Aquarium
3094,1,ACER,10,Shedd Aquarium
3094,1,SBOU,6,Shedd Aquarium
3094,1,SSID,4,Shedd Aquarium
3094,1,PPOR,5,Shedd Aquarium
3094,1,ACER,25,Shedd Aquarium
3096,1,ACER,10,Shedd Aquarium
3096,1,ACER,25,Shedd Aquarium
3096,1,ACER,15,Shedd Aquarium
3096,1,ACER,30,Shedd Aquarium
3096,1,ACER,22,Shedd Aquarium
3096,1,ACER,55,Shedd Aquarium
3096,1,ACER,30,Shedd Aquarium
3096,1,PAST,11,Shedd Aquarium
3096,1,SSID,25,Shedd Aquarium
3096,2,PAST,4,Shedd Aquarium
3096,2,PCLI,65,Shedd Aquarium
3096,2,ACER,28,Shedd Aquarium
3096,2,SBOU,42,Shedd Aquarium
3096,2,PAST,11,Shedd Aquarium
3096,2,ACER,35,Shedd Aquarium
3096,2,PAST,6,Shedd Aquarium
3096,2,ACER,20,Shedd Aquarium
3096,2,ACER,19,Shedd Aquarium
3096,2,ACER,15,Shedd Aquarium
3096,2,ACER,22,Shedd Aquarium
3096,2,PAST,14,Shedd Aquarium
3096,2,ACER,20,Shedd Aquarium
3110,1,SRAD,8,Shedd Aquarium
3110,1,FFRA,7,Shedd Aquarium
3110,1,PAST,7,Shedd Aquarium
3110,1,SRAD,5,Shedd Aquarium
3110,1,SRAD,5,Shedd Aquarium
3110,1,MCAV,5,Shedd Aquarium
3110,1,SBOU,5,Shedd Aquarium
3110,1,MCAV,8,Shedd Aquarium
3110,1,SRAD,5,Shedd Aquarium
3110,1,PAST,12,Shedd Aquarium
3110,1,SRAD,9,Shedd Aquarium
3110,2,MCAV,5,Shedd Aquarium
3110,2,MCAV,25,Shedd Aquarium
3110,2,SSID,20,Shedd Aquarium
3110,2,SSID,12,Shedd Aquarium
3110,2,SRAD,9,Shedd Aquarium
3110,2,MCAV,15,Shedd Aquarium
3110,2,SSID,5,Shedd Aquarium
3110,2,SSID,5,Shedd Aquarium
3110,2,SINT,25,Shedd Aquarium
3110,2,SCUB,4,Shedd Aquarium
1132,4,PSTR,10,Shedd Aquarium
1132,4,PSTR,13,Shedd Aquarium
1133,3,DSTO,5,Shedd Aquarium
1133,3,DSTO,7,Shedd Aquarium
1133,4,DSTO,5,Shedd Aquarium
1134,3,DLAB,9,Shedd Aquarium
1139,3,DSTO,6,Shedd Aquarium
1141,3,PCLI,55,Shedd Aquarium
1141,3,PCLI,60,Shedd Aquarium
2112,3,MMEA,10,Shedd Aquarium
2112,3,PCLI,29,Shedd Aquarium
2115,3,DSTO,6,Shedd Aquarium
3068,3,PCLI,27,Shedd Aquarium
3069,3,PSTR,45,Shedd Aquarium
3071,3,DSTO,4,Shedd Aquarium
3071,4,DSTO,6,Shedd Aquarium
3071,4,PSTR,5,Shedd Aquarium
3075,4,PSTR,13,Shedd Aquarium
3080,4,DSTO,6,Shedd Aquarium
3081,3,DSTO,7,Shedd Aquarium
3083,3,PSTR,7,Shedd Aquarium
3090,3,MMEA,9,Shedd Aquarium
3090,4,MMEA,16,Shedd Aquarium
3091,4,MALI,22,Shedd Aquarium
3091,4,MALI,20,Shedd Aquarium
3094,3,DSTO,7,Shedd Aquarium
3096,4,PCLI,80,Shedd Aquarium
3110,3,PSTR,54,Shedd Aquarium
3110,3,PSTR,6,Shedd Aquarium
3110,4,DSTO,7,Shedd Aquarium
1131,2,SRAD,6,Shedd Aquarium
1131,2,SRAD,4,Shedd Aquarium
1131,2,SRAD,6,Shedd Aquarium
1131,2,SRAD,4,Shedd Aquarium
1131,2,SRAD,4,Shedd Aquarium
1131,1,SRAD,10,Shedd Aquarium
1131,2,PPOR,10,Shedd Aquarium
1131,2,SRAD,4,Shedd Aquarium
1131,1,SRAD,5,Shedd Aquarium
1131,2,SRAD,7,Shedd Aquarium
1131,2,PAST,5,Shedd Aquarium
1131,2,SRAD,5,Shedd Aquarium
1131,2,SRAD,5,Shedd Aquarium
1138,1,MCAV,11,Shedd Aquarium
1138,1,PCLI,41,Shedd Aquarium
1138,1,SRAD,5,Shedd Aquarium
1138,1,SRAD,8,Shedd Aquarium
2117,2,MCAV,9,Shedd Aquarium
2117,1,PPOR,5,Shedd Aquarium
2117,1,PPOR,10,Shedd Aquarium
2117,1,PPOR,6,Shedd Aquarium
2117,1,PPOR,6,Shedd Aquarium
2117,1,PPOR,8,Shedd Aquarium
2117,1,MCAV,5,Shedd Aquarium
2117,1,PPOR,7,Shedd Aquarium
2117,2,PAST,6,Shedd Aquarium
3073,2,SINT,4,Shedd Aquarium
3073,1,SSID,6,Shedd Aquarium
3073,1,PAST,5,Shedd Aquarium
3073,1,SSID,5,Shedd Aquarium
3073,1,MCAV,14,Shedd Aquarium
3073,1,SSID,4,Shedd Aquarium
3073,1,SSID,5,Shedd Aquarium
3073,2,MCAV,8,Shedd Aquarium
3073,2,SSID,5,Shedd Aquarium
3073,2,MCAV,17,Shedd Aquarium
3073,2,SINT,6,Shedd Aquarium
3073,1,SINT,4,Shedd Aquarium
3073,2,PAST,12,Shedd Aquarium
3073,1,SINT,12,Shedd Aquarium
3073,2,SBOU,31,Shedd Aquarium
3073,2,SSID,8,Shedd Aquarium
3073,1,PAST,11,Shedd Aquarium
3073,1,MCAV,4,Shedd Aquarium
3073,2,PAST,10,Shedd Aquarium
3073,1,SSID,4,Shedd Aquarium
3073,1,MCAV,6,Shedd Aquarium
3073,2,SSID,12,Shedd Aquarium
3073,2,SSID,4,Shedd Aquarium
3076,2,SRAD,4,Shedd Aquarium
3076,2,PAST,7,Shedd Aquarium
3076,2,SSID,7,Shedd Aquarium
3078,1,SINT,7,Shedd Aquarium
3078,2,SSID,4,Shedd Aquarium
3078,2,PCLI,7,Shedd Aquarium
3078,2,SSID,4,Shedd Aquarium
3078,1,PAST,5,Shedd Aquarium
3078,1,SSID,7,Shedd Aquarium
3078,1,OFAV,20,Shedd Aquarium
3078,1,MCAV,5,Shedd Aquarium
3078,1,SSID,15,Shedd Aquarium
3079,1,ACER,8,Shedd Aquarium
3079,1,PSTR,80,Shedd Aquarium
3079,1,PAST,9,Shedd Aquarium
3079,1,SINT,8,Shedd Aquarium
3079,2,ACER,15,Shedd Aquarium
3079,2,PAST,41,Shedd Aquarium
3079,1,ACER,35,Shedd Aquarium
3079,2,PPOR,6,Shedd Aquarium
3079,2,SSID,6,Shedd Aquarium
3079,1,PPOR,12,Shedd Aquarium
3079,2,SRAD,4,Shedd Aquarium
3079,2,PAST,20,Shedd Aquarium
3097,1,SSID,9,Shedd Aquarium
3097,1,SBOU,43,Shedd Aquarium
3097,2,MCAV,4,Shedd Aquarium
3097,1,AAGA,7,Shedd Aquarium
3097,1,PPOR,11,Shedd Aquarium
3097,1,PPOR,8,Shedd Aquarium
3097,1,SINT,5,Shedd Aquarium
3097,2,SINT,8,Shedd Aquarium
3097,1,PAST,8,Shedd Aquarium
3097,2,PPOR,5,Shedd Aquarium
3097,1,PPOR,6,Shedd Aquarium
3097,1,PSTR,9,Shedd Aquarium
3097,2,SSID,10,Shedd Aquarium
2117,3,PCLI,5,Shedd Aquarium
3097,4,DSTO,12,Shedd Aquarium
1124,3,MEAN,<4,Shedd Aquarium
1124,3,MCAV,<4,Shedd Aquarium
1124,4,MUSS,<4,Shedd Aquarium
1124,4,MCAV,<4,Shedd Aquarium
1133,2,MCAV,<4,Shedd Aquarium
1133,2,MCAV,<4,Shedd Aquarium
1133,2,MCAV,<4,Shedd Aquarium
1133,3,FAVI,<4,Shedd Aquarium
1133,4,MCAV,<4,Shedd Aquarium
1133,4,MCAV,<4,Shedd Aquarium
1133,4,MCAV,<4,Shedd Aquarium
1134,1,FAVI,<4,Shedd Aquarium
1134,2,MCAV,<4,Shedd Aquarium
1134,2,MCAV,<4,Shedd Aquarium
1134,2,MCAV,<4,Shedd Aquarium
1134,2,MCAV,<4,Shedd Aquarium
1134,2,MCAV,<4,Shedd Aquarium
1141,1,FAVI,<4,Shedd Aquarium
1141,3,FAVI,<4,Shedd Aquarium
2112,3,MCAV,<4,Shedd Aquarium
2112,3,MCAV,<4,Shedd Aquarium
2115,1,MCAV,<4,Shedd Aquarium
2115,1,MCAV,<4,Shedd Aquarium
2115,1,MCAV,<4,Shedd Aquarium
2115,1,MCAV,<4,Shedd Aquarium
2115,2,MCAV,<4,Shedd Aquarium
2116,2,MCAV,<4,Shedd Aquarium
2116,3,MCAV,<4,Shedd Aquarium
2120,1,MCAV,<4,Shedd Aquarium
2120,2,MCAV,<4,Shedd Aquarium
2120,2,MCAV,<4,Shedd Aquarium
2120,2,MCAV,<4,Shedd Aquarium
3070,1,MCAV,<4,Shedd Aquarium
3070,1,MCAV,<4,Shedd Aquarium
3070,1,MCAV,<4,Shedd Aquarium
3070,3,FAVI,<4,Shedd Aquarium
3070,3,FAVI,<4,Shedd Aquarium
3070,3,MCAV,<4,Shedd Aquarium
3071,1,MCAV,<4,Shedd Aquarium
3071,2,MCAV,<4,Shedd Aquarium
3071,2,MCAV,<4,Shedd Aquarium
3071,2,MCAV,<4,Shedd Aquarium
3071,3,MCAV,<4,Shedd Aquarium
3071,3,MCAV,<4,Shedd Aquarium
3071,4,MEAN,<4,Shedd Aquarium
3071,4,MEAN,<4,Shedd Aquarium
3071,4,MCAV,<4,Shedd Aquarium
3071,4,MCAV,<4,Shedd Aquarium
3075,1,MCAV,<4,Shedd Aquarium
3080,2,MUSS,<4,Shedd Aquarium
3080,2,MUSS,<4,Shedd Aquarium
3080,4,MUSS,<4,Shedd Aquarium
3080,4,MUSS,<4,Shedd Aquarium
3080,4,MUSS,<4,Shedd Aquarium
3080,4,MUSS,<4,Shedd Aquarium
3080,4,MCAV,<4,Shedd Aquarium
3082,1,MCAV,<4,Shedd Aquarium
3082,2,FAVI,<4,Shedd Aquarium
3082,2,MCAV,<4,Shedd Aquarium
3082,2,MCAV,<4,Shedd Aquarium
3082,2,MCAV,<4,Shedd Aquarium
3082,2,MCAV,<4,Shedd Aquarium
3082,3,MCAV,<4,Shedd Aquarium
3082,3,MCAV,<4,Shedd Aquarium
3082,3,MCAV,<4,Shedd Aquarium
3082,3,MCAV,<4,Shedd Aquarium
3082,4,MEAN,<4,Shedd Aquarium
3082,4,MEAN,<4,Shedd Aquarium
3082,4,MCAV,<4,Shedd Aquarium
3082,4,MCAV,<4,Shedd Aquarium
3082,4,MCAV,<4,Shedd Aquarium
3082,4,MCAV,<4,Shedd Aquarium
3083,1,MCAV,<4,Shedd Aquarium
3083,1,MCAV,<4,Shedd Aquarium
3083,1,MCAV,<4,Shedd Aquarium
3083,2,MCAV,<4,Shedd Aquarium
3083,2,MCAV,<4,Shedd Aquarium
3083,2,MCAV,<4,Shedd Aquarium
3083,2,MCAV,<4,Shedd Aquarium
3083,2,MCAV,<4,Shedd Aquarium
3083,4,MCAV,<4,Shedd Aquarium
3083,4,MCAV,<4,Shedd Aquarium
3083,4,MCAV,<4,Shedd Aquarium
3084,1,MCAV,<4,Shedd Aquarium
3084,1,MCAV,<4,Shedd Aquarium
3084,1,MCAV,<4,Shedd Aquarium
3084,1,MCAV,<4,Shedd Aquarium
3084,1,MCAV,<4,Shedd Aquarium
3084,2,MCAV,<4,Shedd Aquarium
3084,3,MUSS,<4,Shedd Aquarium
3084,3,MUSS,<4,Shedd Aquarium
3084,3,MUSS,<4,Shedd Aquarium
3085,1,MCAV,<4,Shedd Aquarium
3085,1,MCAV,<4,Shedd Aquarium
3085,2,MCAV,<4,Shedd Aquarium
3085,2,MCAV,<4,Shedd Aquarium
3085,3,MCAV,<4,Shedd Aquarium
3085,3,MCAV,<4,Shedd Aquarium
3085,3,MCAV,<4,Shedd Aquarium
3086,2,MCAV,<4,Shedd Aquarium
3086,2,MCAV,<4,Shedd Aquarium
3086,2,MCAV,<4,Shedd Aquarium
3087,1,MCAV,<4,Shedd Aquarium
3087,2,MCAV,<4,Shedd Aquarium
3088,1,MCAV,<4,Shedd Aquarium
3088,2,MCAV,<4,Shedd Aquarium
3088,2,MCAV,<4,Shedd Aquarium
3088,2,MCAV,<4,Shedd Aquarium
3088,3,MCAV,<4,Shedd Aquarium
3088,3,MCAV,<4,Shedd Aquarium
3088,3,MCAV,<4,Shedd Aquarium
3088,4,MCAV,<4,Shedd Aquarium
3089,1,MCAV,<4,Shedd Aquarium
3089,1,MCAV,<4,Shedd Aquarium
3089,1,MCAV,<4,Shedd Aquarium
3089,2,MCAV,<4,Shedd Aquarium
3089,3,FAVI,<4,Shedd Aquarium
3089,3,MCAV,<4,Shedd Aquarium
3089,4,MCAV,<4,Shedd Aquarium
3090,1,MCAV,<4,Shedd Aquarium
3090,3,MCAV,<4,Shedd Aquarium
3090,3,MCAV,<4,Shedd Aquarium
3090,3,MCAV,<4,Shedd Aquarium
3090,3,MCAV,<4,Shedd Aquarium
3090,4,MEAN,<4,Shedd Aquarium
3090,4,MEAN,<4,Shedd Aquarium
3090,4,MCAV,<4,Shedd Aquarium
3090,4,MCAV,<4,Shedd Aquarium
3090,4,MCAV,<4,Shedd Aquarium
3090,4,MCAV,<4,Shedd Aquarium
3092,1,MCAV,<4,Shedd Aquarium
3092,1,MCAV,<4,Shedd Aquarium
3092,1,MCAV,<4,Shedd Aquarium
3092,1,MCAV,<4,Shedd Aquarium
3092,1,MCAV,<4,Shedd Aquarium
3092,2,MCAV,<4,Shedd Aquarium
3092,3,MCAV,<4,Shedd Aquarium
3092,3,MCAV,<4,Shedd Aquarium
3092,4,MCAV,<4,Shedd Aquarium
3092,4,MCAV,<4,Shedd Aquarium
3093,3,MCAV,<4,Shedd Aquarium
3110,1,MCAV,<4,Shedd Aquarium
3110,2,MCAV,<4,Shedd Aquarium
3110,2,MCAV,<4,Shedd Aquarium
3110,3,MCAV,<4,Shedd Aquarium
3110,4,MCAV,<4,Shedd Aquarium
3110,4,MCAV,<4,Shedd Aquarium
3110,4,MCAV,<4,Shedd Aquarium
3110,4,MCAV,<4,Shedd Aquarium
1131,1,MCAV,<4,Shedd Aquarium
1138,2,MEAN,<4,Shedd Aquarium
1138,4,MCAV,<4,Shedd Aquarium
3073,3,MCAV,<4,Shedd Aquarium
3073,3,MCAV,<4,Shedd Aquarium
3073,3,MCAV,<4,Shedd Aquarium
3073,3,MCAV,<4,Shedd Aquarium
3078,1,MEAN,<4,Shedd Aquarium
3078,1,MCAV,<4,Shedd Aquarium
3078,1,MCAV,<4,Shedd Aquarium
3097,1,MCAV,<4,Shedd Aquarium
3097,1,MCAV,<4,Shedd Aquarium
1124,1,SSID,<4,Shedd Aquarium
1124,1,SSID,<4,Shedd Aquarium
1124,1,SSID,<4,Shedd Aquarium
1124,1,SSID,<4,Shedd Aquarium
1124,1,SSID,<4,Shedd Aquarium
1124,1,SRAD,<4,Shedd Aquarium
1124,1,SRAD,<4,Shedd Aquarium
1124,1,SINT,<4,Shedd Aquarium
1124,2,SSID,<4,Shedd Aquarium
1124,2,SSID,<4,Shedd Aquarium
1124,2,SSID,<4,Shedd Aquarium
1124,2,SSID,<4,Shedd Aquarium
1124,2,SSID,<4,Shedd Aquarium
1124,2,SSID,<4,Shedd Aquarium
1124,2,SSID,<4,Shedd Aquarium
1124,2,SSID,<4,Shedd Aquarium
1124,2,SSID,<4,Shedd Aquarium
1124,2,SSID,<4,Shedd Aquarium
1124,2,SRAD,<4,Shedd Aquarium
1124,2,SINT,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
1127,1,SSID,<4,Shedd Aquarium
