site,taxon,max_width_cm
na5,SRAD,2
na5,SRAD,2
na5,SBOU,12
na5,SBOU,15
na5,SRAD,2
na5,SRAD,3
na5,SRAD,2
na5,SRAD,2
na5,SSID,2
na5,SSID,2
na5,SSID,1
na5,SSID,1
na5,SSID,1
na5,SSID,2
na5,SSID,2
na5,SSID,2
na5,SSID,3
na5,SSID,2
na5,SSID,2
na5,SSID,1
na5,SSID,2
na5,SSID,2
na5,SSID,3
na7,SSID,2
na7,SSID,1
na7,SSID,1
na7,SSID,1
na7,SSID,2
na7,SSID,2
na7,SSID,1
na7,SSID,1
na7,SSID,1
na7,SSID,1
na7,SSID,1
na7,SSID,2
na7,SSID,2
na7,SSID,2
na7,SSID,1
na7,SSID,2
na7,SSID,1
na7,SSID,1
na7,SSID,2
na7,SSID,2
na7,SSID,3
na7,SSID,1
na7,SSID,1
na7,SSID,2
na7,SSID,2
na7,SSID,2
na7,SSID,1
na7,SSID,1
na7,SSID,1
na7,SSID,1
na7,SSID,3
na7,SSID,3
na7,SSID,1
na7,SRAD,2
na7,SRAD,2
na7,SSID,7
na7,SSID,2
na7,SSID,2
na7,SSID,2
na7,SSID,1
na7,SSID,1
na7,SRAD,4
na7,SRAD,2
na7,SRAD,2
na7,SRAD,3
na7,SRAD,5
na7,SBOU,15
na7,SRAD,1
na7,SRAD,5
na7,SRAD,2
na7,SRAD,3
na7,SRAD,3
na7,SRAD,4
na7,SRAD,3
na7,SRAD,3
na7,SRAD,3
na7,SRAD,4
na7,SRAD,3
na7,SRAD,2
na7,SRAD,2
na7,SRAD,1
na7,SRAD,1
na7,SRAD,1
na7,SRAD,2
na7,SRAD,2
na6,SSID,2
na6,SRAD,2
na6,SSID,2
na6,SSID,2
na6,SSID,1
na6,SSID,1
na6,SSID,1
na6,SSID,2
na6,SSID,3
na6,SSID,1
na6,SSID,4
na6,SRAD,3
na6,SRAD,3
na6,SRAD,6
na6,SRAD,5
na6,SRAD,3
na6,SRAD,2
na6,SRAD,3
na6,SRAD,4
na6,SRAD,4
na6,SRAD,4
na6,SRAD,3
na6,SRAD,3
na4,SSID,1
na4,SSID,1
na4,SSID,1
na4,SSID,1
na4,SSID,1
na4,SSID,1
na4,SSID,1
na4,SSID,1
na4,SSID,3
na4,SSID,1
na4,SSID,1
na4,SSID,1
na4,SSID,1
na4,SSID,1
na4,SSID,1
na4,PPOR,1
na4,SSID,1
na4,SSID,1
na4,SSID,1
na4,SSID,1
na4,SSID,1
na4,SSID,1
na4,SSID,3
na4,SSID,2
na4,SSID,1
na4,SSID,1
na4,SSID,1
na4,SSID,1
na4,SSID,3
na4,PPOR,3
na4,PPOR,6
na4,SSID,1
na4,SSID,1
na4,SSID,1
na4,SSID,1
na4,SSID,1
na4,SSID,1
na4,SSID,1
na4,SSID,2
na4,SSID,2
na4,SSID,2
na4,SSID,2
na4,SSID,2
na4,SSID,1
na4,SSID,1
na4,SSID,1
na4,SSID,1
na4,SSID,1
na4,SSID,3
na4,SSID,2
na4,SSID,2
na4,SSID,1
na4,SSID,1
na3,SINT,4
na3,SSID,1
na3,SSID,1
na3,SSID,1
na3,SSID,1
na3,SSID,1
na3,SSID,1
na3,SSID,1
na3,SSID,2
na3,SSID,2
na3,SSID,2
na3,SSID,3
na3,SRAD,2
na3,SSID,1
na3,MCAV,4
na3,SRAD,2
na3,SRAD,2
na3,MCAV,5
na3,DSTO,8
na3,SRAD,3
na3,SSID,2
na3,SSID,1
na3,SSID,1
na3,SSID,3
na3,SSID,2
na3,SSID,1
na3,SSID,1
na3,MCAV,6
na3,SRAD,2
na3,MCAV,7
na2,PSTR,12
na2,MCAV,5
na2,MCAV,8
na2,SINT,10
na2,SRAD,2
na2,OROB,2
na2,MCAV,5
na2,DSTO,8
na2,MCAV,7
na2,SBOU,10
na2,SSID,5
na2,MCAV,5
na8,SSID,1
na8,SSID,1
na8,SSID,1
na8,SSID,1
na8,SSID,1
na8,SSID,1
na8,SSID,1
na8,SSID,1
na8,SSID,2
na8,SSID,2
na8,SSID,1
na8,SSID,2
na8,SSID,2
na8,SSID,2
na8,SSID,1
na8,SSID,1
na8,SSID,1
na8,SSID,1
na8,SSID,1
na8,SSID,1
na8,SSID,1
na8,SSID,1
na8,SSID,1
na8,SSID,1
na8,PPOR,3
na8,SRAD,1
na8,SRAD,1
na8,SRAD,1
na8,SRAD,1
na8,SRAD,3
na8,SRAD,2
na8,PORI,1
na8,SRAD,2
na8,SRAD,1
na8,SRAD,2
na8,SRAD,2
na8,SRAD,2
na8,SRAD,1
na8,SRAD,2
na8,SRAD,2
na8,SRAD,3
na8,SRAD,2
na8,SRAD,1
na8,SRAD,3
na8,SRAD,2
na8,SRAD,1
na8,SRAD,1
na8,SRAD,3
na8,SRAD,2
na8,SRAD,1
na8,SRAD,1
na8,SRAD,3
na8,SRAD,3
na1,SSID,1
na1,SSID,2
na1,SSID,1
na1,SSID,2
na1,SSID,1
na1,SSID,2
nc1,PPOR,2
nc1,SSID,3
nc1,SBOU,5
nc1,SRAD,2
nc1,SSID,3
nc2,PPOR,5
nc2,SRAD,2
nc2,SRAD,2
nc2,SRAD,4
nc2,SRAD,5
nc2,SRAD,2
nc2,SSID,4
nc3,PPOR,10
nc3,SSID,3
nc3,SRAD,3
sd1,SRAD,2
sd1,SRAD,5
sd1,SSID,3
na1,SRAD,2
na1,SRAD,2
na1,SRAD,3
na1,SRAD,3
na1,SRAD,1
na1,SRAD,1
na1,SRAD,4
na1,SRAD,3
na1,SRAD,1
na1,SRAD,3
na1,SRAD,2
na1,SRAD,3
na1,SRAD,1
na1,SRAD,2
na1,SRAD,1
sc2,SSID,7
sc2,SSID,5
sc2,SSID,4
sc2,SINT,8
sc2,SBOU,4
sc2,SINT,1
sc2,DSTO,10
sc2,SBOU,2
sc2,SRAD,1
sc2,SSID,1
sc2,SSID,1
sc2,SSID,1
sc2,SSID,1
sd1,SINT,3
sd1,SSID,4
sd1,SBOU,3
sd1,SSID,1
sd1,SBOU,5
sd1,SBOU,1
nc3,SRAD,3
nc3,SSID,3
si5,SSID,5
si5,PAST,5
si5,MCAV,3
si5,PAST,5
si5,PAST,3
si5,PAST,4
si5,SINT,2
si5,SRAD,1
si5,PPOR,2
si5,SINT,6
si5,SSID,3
si5,SSID,3
si5,PAST,3
si5,SINT,5
si5,PPOR,2
si5,PAST,12
si5,SRAD,5
si5,MCAV,1
si5,PAST,3
si5,SRAD,1
si5,SRAD,1
si5,SRAD,2
si5,SRAD,4
si5,SINT,5
si5,SSID,3
si5,SSID,2
si5,SSID,1
si5,SRAD,5
si5,MCAV,8
si5,MCAV,3
si5,PPOR,2
si5,MCAV,6
si5,SRAD,5
si5,SSID,3
si5,PAST,3
si5,PAST,3
si5,PAST,3
si5,SRAD,2
si5,SINT,7
si5,PAST,5
si5,SRAD,4
si5,SSID,10
si5,SRAD,4
si5,PAST,5
si5,PAST,5
si5,SBOU,5
si5,SSID,10
si5,SRAD,5
si5,PAST,10
si5,SSID,10
si5,SSID,4
si5,MCAV,19
si5,PPOR,3
si5,SSID,2
si5,SSID,2
si5,PPOR,3
si5,PAST,7
si5,MCAV,4
si5,SSID,3
si5,PAST,2
si5,PAST,2
si5,PAST,6
si5,MCAV,8
si5,MCAV,11
si5,SSID,3
si6,SSID,1
si6,SSID,1
si6,PAST,2
si6,PAST,2
si6,SINT,4
si6,MCAV,4
si6,SSID,2
si6,PAST,10
si6,PAST,1
si6,PAST,2
si6,PAST,4
si6,SINT,5
si6,SINT,5
si6,SSID,2
si6,MCAV,3
si6,PAST,10
si6,SSID,5
si6,PAST,10
si6,PAST,3
si6,SSID,3
si6,SINT,3
si6,PAST,1
si6,PAST,10
si6,SSID,3
si6,SSID,1
si6,PAST,5
si6,PAST,10
si6,PAST,2
si6,SSID,8
si6,SSID,6
si6,PAST,8
si6,PAST,4
si6,SSID,10
si6,PAST,15
si7,SSID,4
si7,MCAV,6
si7,PPOR,2
si7,SSID,4
si7,SSID,2
si7,SSID,1
si7,SSID,3
si7,SSID,10
si7,PPOR,4
si7,PPOR,3
si7,SSID,1
si7,SSID,2
si7,PAST,4
si7,PPOR,1
si7,PPOR,3
si7,PAST,6
si7,SRAD,3
si7,SRAD,3
si7,PAST,10
si7,MCAV,5
si7,SRAD,5
nf8,SINT,5
nf8,PSTR,10
nf8,SINT,5
nf8,MMEA,10
nf8,MCAV,3
nf8,SINT,3
nf8,MCAV,5
nf8,SSID,5
nf8,SINT,4
nf8,SINT,5
nf8,SSID,2
nf8,SSID,5
nf8,SSID,4
nf8,SINT,2
nf8,SSID,3
nf8,SINT,5
nf7,MMEA,11
nf7,SSID,5
nf7,SINT,7
nf7,SINT,10
nf7,SSID,8
nf7,SSID,5
nd4,SRAD,1
nd4,SRAD,2
nd4,SRAD,3
nd4,SINT,15
nd4,SRAD,4
nd4,SINT,2
nd4,SINT,5
nd4,SRAD,2
nd4,SSID,1
nd4,SRAD,3
nd4,MCAV,2
nd4,SRAD,2
nd4,SRAD,3
nd4,SRAD,2
nd4,SRAD,2
nd4,SRAD,3
nd4,SINT,6
nd4,SRAD,3
nd4,PAST,4
nd4,SRAD,2
nd4,SRAD,2
nd3,DSTO,13
nd3,SINT,10
nd3,SRAD,2
nd3,SRAD,2
nd3,SRAD,1
nd3,SRAD,3
nd3,SRAD,3
nd3,SRAD,2
nd3,SINT,6
nd3,SSID,2.5
nd3,SSID,2
nd3,SSID,1
nd3,SRAD,2
nd3,SRAD,1
nd3,SRAD,1
nd3,SRAD,1
nd3,SRAD,1
nd3,SRAD,2
sf2,SSID,10
sf2,MCAV,3
sf2,SINT,2
sf2,SINT,2
sf2,SSID,2
sf2,SSID,3
sf2,MCAV,2
sf2,MCAV,15
sf2,SSID,7
sf2,PAST,10
sf2,SSID,6
sf2,SSID,6
sf2,SSID,5
sf2,SINT,13
sf2,SSID,5
sf2,PAST,4
sf2,PPOR,3
sf2,PPOR,5
sf2,PPOR,7
sf2,PAST,3
sf2,SSID,6
sf2,PAST,14
sf2,PAST,5
sf2,PAST,7
sf2,ALAM,4
sf2,ALAM,10
sf2,AAGA,9
sf2,AAGA,6
sf2,ALAM,11
sf2,SSID,2
sf2,SSID,5
sf2,SSID,10
sf2,SINT,4
sf2,MCAV,3
sf2,AAGA,11
sf2,SINT,4
sf2,SINT,10
sf2,SSID,7
sf2,SSID,15
nd2,SINT,2
nd2,SSID,2
nd2,SSID,2
nd2,SSID,2
nd2,SRAD,3
nd2,MCAV,6
nd2,SSID,10
nd2,MCAV,6
nd2,SSID,3
nd2,SSID,3
nd2,SSID,3
nd2,SSID,3
nd2,MCAV,18
nd2,SSID,1
nd2,SRAD,2
nd2,SRAD,2
nd2,SRAD,2
nd2,SRAD,2
nd2,SRAD,2
nd2,SRAD,2
nd2,SRAD,2
nd2,MCAV,2
nd2,SSID,10
nd2,MCAV,15
nd2,SRAD,2
nd2,SRAD,2
nd2,SRAD,2
nd2,SRAD,2
nd2,SRAD,2
nd2,SRAD,1
nd2,SRAD,1
nd2,SSID,5
nd2,SSID,5
nd2,SSID,5
nd2,SRAD,2
nd2,SRAD,2
nd2,MCAV,10
nd2,SRAD,1
nd2,SRAD,1
nd2,SRAD,1
nd2,SRAD,3
nd2,SRAD,3
nd2,SRAD,3
sf1,SSID,4
sf1,SSID,4
sf1,SSID,4
sf1,MCAV,4
sf1,MCAV,4
sf1,SINT,12
sf1,SSID,2
sf1,SSID,2
sf1,SSID,2
sf1,SINT,1
sf1,SRAD,1
sf1,SRAD,6
sf1,MCAV,4
sf1,MCAV,4
sf1,SSID,5
sf1,SSID,5
sf1,SSID,5
sf1,SSID,1
sf1,SSID,1
sf1,SSID,1
sf1,SSID,1
sf1,SSID,1
sf1,SINT,5
sf1,SINT,5
sf1,SINT,5
sf1,SINT,6
sf1,PAST,1
sf1,SSID,3
sf1,SSID,6
sf1,MCAV,1
sf1,MDEC,5
sf1,SSID,2
sf1,PSTR,20
sf1,SSID,1
sf1,SSID,4
sf1,MCAV,2
sf1,SSID,6
sf1,SSID,3
sf1,SINT,8
sf1,SSID,6
sf1,SSID,6
sf1,SSID,6
sf1,SSID,9
sf1,DSTO,4
sf1,PSTR,7
sf1,DSTO,3
sf1,SSID,6
sf1,SSID,2
sf1,SSID,5
sf1,SSID,3
sf1,SRAD,1
sf1,SSID,1
sf1,SSID,5
sf1,SINT,3
sf1,SSID,1
sf1,SSID,2
sf1,SSID,2
sf1,SSID,2
sf1,PAST,14
sf1,SSID,2
sf1,PAST,5
sf1,OFRA,27
sf1,MCAV,20
sf1,AAGA,5
sf1,MCAV,4
sf1,PAST,12
sf1,SSID,1
sf1,SSID,2
sf1,SSID,2
sf1,SINT,2
sf1,SSID,2
sf1,SSID,3
sf1,SSID,3
sf1,SSID,5
sf1,SINT,7
sf1,SINT,8
sf1,PAST,11
sf1,SINT,3
sf1,SINT,15
sf1,SSID,3
sf1,SRAD,2
sf1,MCAV,3
sf1,SINT,6
sf1,SSID,5
sf1,SINT,2
sf1,MCAV,4
nd1,DSTO,3
nd1,MCAV,1
nd1,SRAD,3
nd1,SRAD,2
nd1,SRAD,2
nd1,SRAD,2
nd1,MCAV,1
nd1,SRAD,1
nd1,SINT,5
nd1,SINT,11
nd1,PAST,4
nd1,SINT,5
nd1,SSID,4
nd1,SSID,4
nd1,SSID,5
nd1,SSID,2
nd1,SSID,2
nd1,SSID,2
nd1,SSID,2
nd1,MCAV,10
nd1,SSID,2
nd1,SSID,2
nd1,SSID,4
nd1,SSID,3
nd1,SSID,3
nd1,SSID,2
nd1,SSID,2
nd1,PAST,6
nd1,MCAV,3
nd1,MCAV,15
nd1,SINT,3
nd1,MCAV,10
nd1,SSID,2
nd1,SSID,2
nd1,SSID,2
nd1,SSID,2
nd1,SSID,2
nd1,PAST,12
nd1,SBOU,4
nd1,SRAD,3
nh1,PAST,13
nh1,MDEC,3
nh1,PPOR,5
nh1,SSID,5
nh1,PAST,12
nh1,PAST,18
nh1,PAST,10
nh1,MCAV,7
nh1,PAST,10
nh1,PAST,7
nh1,PAST,10
nh1,PAST,20
nh1,PAST,15
nh1,MCAV,4
nh1,PAST,14
nh1,SSID,7
nh1,PAST,20
nh1,PAST,13
nh1,PPOR,8
nh1,PAST,20
nh1,PAST,20
nh2,PAST,4
nh2,PAST,8
nh2,SRAD,2
nh2,PAST,12
nh2,PAST,12
nh2,PAST,7
nh2,PAST,7
nh2,SSID,15
nh2,PAST,14
nh2,PPOR,5
nh2,PAST,4
nh2,PAST,4
nh2,PAST,10
nh2,SINT,3
nh2,PAST,3
nh2,PAST,19
nh2,AAGA,8
nh2,PAST,8
nh2,PAST,10
nh2,PAST,10
nh2,PAST,10
nh2,MMEA,7
nh2,SSID,3
nh2,SSID,3
nh2,PAST,10
nh2,MCAV,5
nh2,SSID,2
nh2,SSID,2
nh2,SSID,1
nh2,PPOR,7
nh2,PAST,9
nh2,PPOR,2
nh2,SSID,2
nh2,SSID,4
nh2,SSID,3
nh2,DSTO,5
nh2,PAST,15
nh2,SSID,3
nh2,SSID,2
nh2,SSID,2
nh2,SSID,2
nh2,SSID,2
nh2,SSID,2
nh2,PAST,4
nh2,PAST,10
nh2,MCAV,12
nh2,PAST,8
nh2,MMEA,2
nh2,PAST,5
nh2,SSID,9
nh2,PPOR,3
nh2,SSID,5
nh2,PAST,5
nh2,PAST,10
nh2,SSID,3
nh2,PAST,23
nh2,PAST,12
nh2,PAST,6
nh2,PAST,30
nh2,SSID,4
nh2,PAST,3
nh2,PAST,17
nh2,SSID,4
nh2,PAST,17
nh2,PAST,15
ne6,SSID,5
ne6,SSID,5
ne6,MCAV,3
ne6,SSID,2
ne6,SSID,3
ne6,MCAV,11
ne6,MDEC,30
ne6,SINT,7
ne6,SSID,3
ne6,SSID,5
ne6,SSID,8
ne6,PPOR,5
ne6,SSID,2
ne6,MCAV,9
ne6,SRAD,4
ne6,SSID,6
ne6,SSID,7
ne6,MCAV,5
ne6,SSID,4
ne6,SSID,4
ne6,SSID,2
ne6,SSID,2
ne6,SSID,4
ne6,SINT,8
ne6,SSID,3
ne6,MCAV,5
ne6,SSID,10
ne6,SSID,2
ne6,SSID,2
ne6,PSTR,3
ne6,SSID,1
ne6,SRAD,3
ne6,SSID,2
ne6,SSID,5
ne6,SSID,3
ne6,SSID,2
ne6,SSID,4
ne6,MCAV,6
ne6,SSID,2
ne6,SSID,4
ne6,MCAV,6
ne6,SSID,5
ne6,SSID,2
ne6,SSID,6
ne6,PAST,10
ne6,SINT,6
ne6,SSID,20
ne6,SSID,9
ne6,MCAV,4
ne6,MCAV,3
ne6,SSID,3
ne6,SSID,6
ne6,SINT,2
ne6,MCAV,4
ne6,SSID,2
ne6,SRAD,5
ne6,SSID,8
ne6,SSID,5
ne6,MCAV,7
ne7,SSID,7
ne7,SSID,7
ne7,SRAD,3
ne7,SINT,4
ne7,SINT,8
ne7,MCAV,4
ne7,EFAS,5
ne7,SINT,13
ne7,MCAV,2
ne7,MCAV,5
ne7,SSID,4
ne7,SINT,2
ne7,MCAV,3
ne7,PPOR,11
ne7,SSID,7
ne7,MCAV,6
ne7,PAST,5
ne7,MCAV,2
ne7,SINT,10
ne7,SSID,7
ne7,SINT,15
ne7,PPOR,5
ne7,SSID,5
ne7,SBOU,14
ne7,SRAD,4
ne7,SINT,3
ne7,SSID,6
nd5,MCAV,5
nd5,SINT,7
nd5,SINT,5
nd5,SSID,5
nd5,SINT,3
nd5,SINT,3
nd5,MCAV,4
nd5,SINT,8
nd5,PAST,13
nd5,MCAV,6
nd5,MCAV,3
nd5,SSID,2
nd5,SSID,2
nd5,SSID,2
nd5,SSID,2
nd5,SSID,2
nd5,SSID,2
nd5,SSID,2
nd5,SSID,10
nd5,SSID,10
nd5,MCAV,2
nd5,MCAV,2
nd5,SSID,1
nd5,SSID,1
nd5,MCAV,2
nd5,MCAV,2
nd5,MCAV,5
nd5,SSID,6
nd5,SSID,5
nd5,MCAV,1
nd5,SINT,2
nd5,MCAV,2
nd5,SSID,2
nd5,SRAD,10
nd5,MCAV,2
nd5,MCAV,2
nd5,MCAV,2
nd5,EFAS,15
nd5,MCAV,1
nd5,SINT,3
nd5,SINT,3
nd5,MCAV,2
nd5,SINT,2
nd5,MCAV,2
nd5,SINT,1
nd5,SSID,3
nd5,SINT,11
nd5,SINT,8
nd5,SRAD,7
nd5,MCAV,12
nd5,SINT,3
nd5,SINT,3
nd5,SSID,3
nd5,MCAV,6
nd5,SRAD,8
nd5,SRAD,8
nd5,MCAV,3
nd5,PAST,10
nd5,SSID,1
nd5,MCAV,7
nd5,SINT,11
nd5,SRAD,6
nd5,MCAV,12
nd5,MCAV,6
nd5,MCAV,6
nd5,SRAD,5
nd5,MCAV,4
nd5,MCAV,9
nd5,SSID,2
nd5,SSID,2
nd5,MCAV,2
nd5,SSID,2
nd5,MCAV,5
nd5,MCAV,5
nd5,SRAD,6
nd5,SINT,8
nd5,SSID,1
nd6,SSID,2
nd6,SSID,11
nd6,MCAV,5
nd6,MCAV,5
nd6,MCAV,3
nd6,PAST,9
nd6,SINT,10
nd6,MCAV,15
nd6,PAST,7
nd6,PAST,3
nd6,SSID,2
nd6,SSID,4
nd6,MCAV,1
nd6,SSID,4
nd6,MCAV,5
nd6,SSID,2
nd6,MCAV,5
nd6,MCAV,5
nd6,SSID,2
nd6,MCAV,2
nd6,SSID,1
nd6,MCAV,5
nd6,MCAV,5
nd6,SSID,6
nd6,SSID,3
nd6,SSID,1
nd6,SSID,6
nd6,PAST,10
nd6,SSID,1
nd6,SSID,1
nd6,SSID,1
nd6,MCAV,2
nd7,SSID,2
nd7,PAST,4
nd7,MCAV,1
nd7,SSID,4
nd7,PAST,6
nd7,PAST,5
nd7,SSID,2
nd7,SSID,2
nd7,PAST,5
nd7,SSID,6
nd7,SSID,5
nd7,PSTR,5
nd7,SSID,2
nd7,SSID,2
nd7,PAST,4
nd7,SSID,1
nd7,SSID,1
nd7,SSID,2
nd7,SSID,2
nd7,SSID,5
nd7,SSID,1
nd7,SSID,1
nd7,SSID,2
nd7,SSID,4
nd7,PAST,8
nd7,SSID,3
nd7,SSID,2
nd7,SSID,2
nd7,SSID,1
nd7,MMEA,5
nd7,MCAV,2
nd7,MCAV,2
nd7,EFAS,4
nd7,EFAS,8
nd7,SINT,6
nd7,SSID,3
nd7,SSID,3
nd7,SSID,4
nd7,SSID,2
nd7,DSTO,2
nd7,MCAV,4
nd7,MCAV,4
nd7,SSID,6
nd7,SSID,3
nd7,SSID,5
nd7,MCAV,2
se2,SINT,4
se2,SSID,6
se2,SSID,7
se2,SSID,3
se2,SSID,6
se2,SINT,5
se2,AAGA,7
se2,SSID,3
se2,SSID,3
se2,SSID,7
se2,MDEC,15
se2,SINT,4
se2,SSID,7
se1,SRAD,3
se1,MCAV,2
se1,SINT,4
se1,SSID,4
se1,SSID,2
se1,SINT,2
se1,SSID,3
se1,SSID,3
se1,SINT,5
se1,SSID,4
se1,SSID,2
se1,SSID,3
se1,MCAV,7
se1,SSID,3
se1,SSID,5
se1,SRAD,2
se1,SSID,3
se1,SSID,2
se1,SSID,4
se1,SRAD,2
se1,SRAD,3
se1,SRAD,2
se1,SRAD,3
se1,SSID,7
se1,SSID,5
se1,MCAV,5
se1,SSID,5
se1,SSID,2
se1,SINT,13
se1,SSID,5
se1,SSID,2
se1,SINT,2
se1,SRAD,3
se1,SRAD,1
se1,SRAD,1
se1,SRAD,2
se1,SRAD,3
se1,MCAV,1
se1,MCAV,1
se1,SSID,4
se1,MCAV,2
se1,SSID,3
se1,SSID,5
se1,SSID,5
se1,SINT,1
se1,MCAV,2
se1,SSID,5
se1,SRAD,2
se1,SRAD,2
se1,SINT,25
se1,SRAD,1
se1,SRAD,1
se1,SSID,4
se1,SRAD,4
se1,PSTR,3
se1,MCAV,3
se1,SSID,1
se1,MCAV,10
se1,SRAD,5
se1,SRAD,3
se1,SSID,3
se1,MCAV,2
se1,SSID,3
se1,SINT,4
se1,SSID,4
se1,SSID,3
se1,SSID,7
se1,SSID,2
se1,SSID,4
se1,SSID,2
se1,MCAV,3
se1,SSID,5
se1,SSID,2
se1,SSID,3
se1,SINT,4
se1,MCAV,3
nf1,SINT,2
nf1,PAST,10
nf1,MCAV,3
nf1,MCAV,5
nf1,MCAV,4
nf1,PAST,4
nf1,SINT,1
nf1,SSID,5
nf1,SSID,2
nf1,MCAV,3
nf1,SSID,2
nf1,SSID,2
nf1,SINT,1
nf1,SINT,3
nf2,MCAV,12
nf2,SINT,5
nf2,SINT,4
nf2,MCAV,15
nf2,MCAV,3
nf2,SSID,25
nf2,PAST,4
nf2,SSID,1
nf2,SSID,4
nf3,SSID,6
nf3,SSID,6
nf3,MCAV,3
nf3,MCAV,10
nf3,SINT,2
nf3,SINT,6
nf3,MCAV,2
nf3,SINT,13
nf3,SSID,6
nf3,SSID,17
nf3,SSID,6
nf3,SINT,3
nf4,SSID,2
nf4,SSID,2
nf4,MALI,12
nf4,SBOU,4
nf4,SSID,5
nf4,SSID,12
nf4,SSID,5
nf4,PAST,8
nf4,PAST,8
nf4,SSID,8
nf4,MCAV,4
nf4,SSID,2
nf4,SSID,2
nf4,SSID,2
nf4,SSID,4
nf4,SBOU,9
se3,SINT,2
se3,SINT,4
se3,SINT,5
se3,MALI,7
se3,SSID,2
se3,SSID,1
se3,SSID,5
se3,MCAV,3
se3,SSID,3
se3,MCAV,1
se3,SSID,1
se3,SSID,1
se3,SSID,10
se3,SSID,1
se3,SSID,5
se3,SSID,5
se3,SSID,4
se3,SSID,1
se3,MCAV,6
se3,SSID,1
se3,SINT,1
se3,SSID,1
se3,SSID,2
se3,SINT,12
se3,MCAV,10
se3,SINT,5
se4,EFAS,10
se4,SINT,3
se4,SRAD,1
se4,SRAD,1
se4,SRAD,1
se4,SSID,2
se4,SSID,12
se4,MMEA,10
se4,MCAV,3
se4,SSID,2
se4,SINT,3
se4,SSID,4
se4,SSID,10
se4,SINT,7
se4,SSID,15
se4,SSID,10
se4,MCAV,1
se4,PAST,6
se4,SRAD,1
se4,SSID,2
se4,SSID,15
se4,SSID,3
se4,SINT,6
se4,MCAV,8
se4,MCAV,2
se4,SSID,2
se4,SSID,1
se4,SSID,1
se4,SSID,1
nb3,MCAV,2
nb3,SSID,3
nb3,SSID,3
nb3,SSID,3
nb3,SINT,3
nb3,SSID,2
nb3,SSID,3
nb3,SSID,3
nb3,SSID,3
nb3,MCAV,3
nb3,MCAV,2
nb3,SSID,1
nb3,SRAD,2
nb3,SRAD,2
nb3,SSID,3
nb3,SSID,3
nb3,SINT,3
nb3,SRAD,2
nb3,SRAD,2
nb3,SRAD,2
nb3,SRAD,2
nb3,MCAV,6
nb3,MCAV,4
nb3,DSTO,4
nb3,MCAV,7
nb3,MMEA,2
nb3,SSID,8
nb3,SINT,13
nb3,SSID,1
nb2,MCAV,4
nb2,SSID,3
nb2,SSID,3
nb2,SSID,2
nb2,SSID,1
nb2,SSID,3
nb2,SINT,5
nb2,MCAV,3
nb2,MCAV,3
nb2,SSID,3
nb2,SSID,3
nb2,SSID,4
nb2,MCAV,3
nb2,SSID,2
nb2,SSID,2
nb2,SSID,1
nb2,PPOR,6
nb2,SSID,4
nb2,SSID,4
nb2,AAGA,10
nb2,SINT,3
nb2,SINT,3
nb2,SSID,1
nb2,SSID,5
nb1,SRAD,3
nb1,SRAD,3
nb1,DSTO,5
nb1,SBOU,3
nb1,SBOU,3
nb1,SSID,2
nb1,SSID,2
nb1,SSID,2
nb1,MCAV,3
nb1,SBOU,3
nb1,SSID,1
nb1,SBOU,7
nb1,SSID,2
nb1,DSTO,3
nb1,SINT,2
nb1,SSID,3
nb1,SSID,3
nb1,SSID,3
nb1,MCAV,2
nb1,SSID,5
nb1,SSID,5
nb1,SINT,7
nb1,SSID,2
nb1,SSID,2
nb1,SSID,2
nb1,SSID,2
nb1,SSID,2
nb1,MCAV,4
nb1,SSID,5
nb1,PAST,9
nb1,SSID,2
nb1,SSID,2
nb1,MCAV,4
nb1,MCAV,4
nb1,MCAV,4
nb1,SBOU,8
nb1,SSID,3
nb1,PAST,4
nb1,SBOU,3
nb1,DSTO,5
